contribution_id,policy_id,contribution_date,gross_amount,wakalah_fee_shareholders_fund,prf_amount,pif_amount,payment_method
CTB00017043,POL0001870,2025-10-07,568.86,176.35,392.51,0.0,Credit Card
CTB00017044,POL0004303,2022-05-10,657.68,223.61,434.07,0.0,Credit Card
CTB00017045,POL0002074,2026-05-03,1080.42,172.87,907.55,0.0,Credit Card
CTB00017046,POL0003825,2026-07-12,481.7,110.79,370.91,0.0,Online Banking
CTB00017047,POL0004938,2026-01-21,102.42,17.41,29.75,55.26,Online Banking
CTB00017048,POL0004057,2024-12-22,209.34,66.99,142.35,0.0,Online Banking
CTB00017049,POL0003733,2026-04-29,1176.8,247.13,929.67,0.0,Salary Deduction
CTB00017050,POL0004885,2025-01-23,728.65,131.16,597.49,0.0,Salary Deduction
CTB00017051,POL0000995,2025-03-16,662.02,152.26,509.76,0.0,Online Banking
CTB00017052,POL0003477,2024-05-31,1485.05,400.96,1084.09,0.0,Salary Deduction
CTB00017053,POL0003874,2023-11-29,1527.01,473.37,1053.64,0.0,Credit Card
CTB00017054,POL0003140,2026-04-08,102.16,24.52,77.64,0.0,Credit Card
CTB00017055,POL0002740,2025-11-21,1594.49,478.35,1116.14,0.0,Credit Card
CTB00017056,POL0003034,2023-11-14,1879.5,507.47,1372.03,0.0,Credit Card
CTB00017057,POL0003199,2022-10-25,480.45,153.74,84.94,241.77,Auto-Debit
CTB00017058,POL0004206,2025-07-26,1717.4,412.18,1305.22,0.0,Auto-Debit
CTB00017059,POL0004834,2024-09-20,158.95,39.74,119.21,0.0,Salary Deduction
CTB00017060,POL0003363,2025-12-01,1020.37,306.11,714.26,0.0,Auto-Debit
CTB00017061,POL0001835,2025-07-24,89.63,23.3,66.33,0.0,Auto-Debit
CTB00017062,POL0002974,2025-11-13,920.17,294.45,625.72,0.0,Online Banking
CTB00017063,POL0001323,2024-04-12,953.98,181.26,278.18,494.54,Credit Card
CTB00017064,POL0004780,2023-08-05,381.79,106.9,82.47,192.42,Credit Card
CTB00017065,POL0002136,2024-04-21,385.02,77.0,77.0,231.02,Salary Deduction
CTB00017066,POL0004044,2025-03-12,1392.27,236.69,358.23,797.35,Salary Deduction
CTB00017067,POL0001991,2023-10-10,1797.18,305.52,1491.66,0.0,Auto-Debit
CTB00017068,POL0002345,2023-04-09,752.57,135.46,617.11,0.0,Credit Card
CTB00017069,POL0000490,2026-05-27,1250.76,262.66,395.24,592.86,Credit Card
CTB00017070,POL0003233,2026-07-26,578.73,190.98,387.75,0.0,Salary Deduction
CTB00017071,POL0001289,2026-09-08,472.13,127.48,344.65,0.0,Credit Card
CTB00017072,POL0002360,2026-07-17,1759.79,545.53,303.56,910.7,Credit Card
CTB00017073,POL0001926,2024-09-13,1836.79,532.67,612.94,691.18,Auto-Debit
CTB00017074,POL0002376,2025-04-25,1046.2,303.4,178.27,564.53,Auto-Debit
CTB00017075,POL0004787,2023-10-31,842.81,202.27,640.54,0.0,Salary Deduction
CTB00017076,POL0000529,2026-02-17,1010.92,272.95,737.97,0.0,Salary Deduction
CTB00017077,POL0003212,2026-04-19,1788.65,286.18,585.96,916.51,Salary Deduction
CTB00017078,POL0002143,2026-09-04,732.38,117.18,233.78,381.42,Credit Card
CTB00017079,POL0003220,2025-02-07,1729.37,449.64,1279.73,0.0,Auto-Debit
CTB00017080,POL0003164,2025-01-14,209.05,37.63,171.42,0.0,Auto-Debit
CTB00017081,POL0003798,2023-06-15,714.04,128.53,163.94,421.57,Salary Deduction
CTB00017082,POL0004136,2024-04-05,1039.65,311.9,727.75,0.0,Credit Card
CTB00017083,POL0003870,2026-03-26,1281.48,422.89,420.71,437.88,Online Banking
CTB00017084,POL0004777,2022-12-16,1612.45,241.87,287.82,1082.76,Auto-Debit
CTB00017085,POL0004213,2021-10-20,1126.92,383.15,282.63,461.14,Salary Deduction
CTB00017086,POL0003856,2025-09-14,1718.89,309.4,338.28,1071.21,Online Banking
CTB00017087,POL0004913,2026-07-24,119.4,34.63,84.77,0.0,Auto-Debit
CTB00017088,POL0000944,2026-02-16,820.58,279.0,249.13,292.45,Salary Deduction
CTB00017089,POL0004737,2026-02-24,1411.27,310.48,440.32,660.47,Credit Card
CTB00017090,POL0001374,2024-03-22,400.98,132.32,268.66,0.0,Auto-Debit
CTB00017091,POL0002597,2026-01-22,870.52,261.16,609.36,0.0,Credit Card
CTB00017092,POL0003059,2026-01-22,459.4,105.66,152.11,201.63,Auto-Debit
CTB00017093,POL0001452,2022-01-05,953.61,171.65,781.96,0.0,Online Banking
CTB00017094,POL0000597,2024-12-11,556.62,122.46,434.16,0.0,Salary Deduction
CTB00017095,POL0001841,2026-04-02,1498.74,284.76,594.85,619.13,Credit Card
CTB00017096,POL0001231,2025-12-17,1202.24,276.52,925.72,0.0,Auto-Debit
CTB00017097,POL0003795,2024-04-02,119.94,22.79,97.15,0.0,Auto-Debit
CTB00017098,POL0004048,2026-08-25,323.75,93.89,229.86,0.0,Online Banking
CTB00017099,POL0001207,2022-04-04,1386.98,388.35,998.63,0.0,Online Banking
CTB00017100,POL0000684,2022-03-02,1218.63,243.73,974.9,0.0,Auto-Debit
CTB00017101,POL0001442,2023-06-03,1822.82,619.76,1203.06,0.0,Online Banking
CTB00017102,POL0000746,2025-06-19,1065.7,362.34,703.36,0.0,Auto-Debit
CTB00017103,POL0001912,2024-12-28,1567.81,454.66,233.76,879.39,Auto-Debit
CTB00017104,POL0001343,2026-02-19,596.97,107.45,107.69,381.83,Credit Card
CTB00017105,POL0000345,2023-11-16,853.0,170.6,163.78,518.62,Auto-Debit
CTB00017106,POL0003909,2026-08-19,1918.4,326.13,1592.27,0.0,Online Banking
CTB00017107,POL0003746,2021-04-13,1414.89,495.21,211.53,708.15,Online Banking
CTB00017108,POL0002716,2025-04-21,276.23,55.25,220.98,0.0,Auto-Debit
CTB00017109,POL0000634,2024-05-20,676.44,229.99,446.45,0.0,Online Banking
CTB00017110,POL0002698,2026-07-29,1790.01,483.3,1306.71,0.0,Online Banking
CTB00017111,POL0004723,2024-11-14,1396.6,307.25,1089.35,0.0,Auto-Debit
CTB00017112,POL0002593,2024-12-16,1663.79,266.21,1397.58,0.0,Online Banking
CTB00017113,POL0003781,2026-07-01,788.46,220.77,567.69,0.0,Salary Deduction
CTB00017114,POL0002415,2024-03-09,536.3,128.71,89.67,317.92,Salary Deduction
CTB00017115,POL0002997,2023-12-14,773.28,201.05,572.23,0.0,Salary Deduction
CTB00017116,POL0001239,2026-09-04,1954.14,683.95,1270.19,0.0,Credit Card
CTB00017117,POL0003050,2026-08-04,693.97,131.85,562.12,0.0,Credit Card
CTB00017118,POL0004536,2022-08-06,1260.24,201.64,232.89,825.71,Online Banking
CTB00017119,POL0000966,2026-06-08,1605.84,417.52,1188.32,0.0,Salary Deduction
CTB00017120,POL0001281,2026-07-28,1575.36,535.62,259.94,779.8,Salary Deduction
CTB00017121,POL0001937,2025-10-26,224.63,74.13,150.5,0.0,Online Banking
CTB00017122,POL0000763,2025-12-11,692.99,131.67,140.33,420.99,Online Banking
CTB00017123,POL0002341,2025-12-20,196.58,31.45,36.33,128.8,Auto-Debit
CTB00017124,POL0003169,2026-07-14,1254.49,250.9,1003.59,0.0,Online Banking
CTB00017125,POL0004743,2025-09-24,1503.37,330.74,433.87,738.76,Online Banking
CTB00017126,POL0001848,2025-08-16,1025.88,153.88,218.0,654.0,Credit Card
CTB00017127,POL0004693,2026-08-16,1105.49,198.99,362.6,543.9,Credit Card
CTB00017128,POL0002937,2026-04-29,1537.38,507.34,1030.04,0.0,Online Banking
CTB00017129,POL0004174,2022-02-25,509.48,137.56,371.92,0.0,Auto-Debit
CTB00017130,POL0003796,2025-11-30,1092.94,273.24,204.93,614.77,Credit Card
CTB00017131,POL0003129,2025-06-22,362.13,105.02,115.7,141.41,Salary Deduction
CTB00017132,POL0002304,2023-05-04,926.29,203.78,722.51,0.0,Salary Deduction
CTB00017133,POL0002507,2026-06-13,1417.22,354.31,1062.91,0.0,Credit Card
CTB00017134,POL0000864,2024-12-02,1798.27,323.69,486.61,987.97,Salary Deduction
CTB00017135,POL0004923,2026-07-26,722.14,129.99,124.35,467.8,Auto-Debit
CTB00017136,POL0003615,2026-04-28,403.64,76.69,71.93,255.02,Auto-Debit
CTB00017137,POL0002563,2026-04-02,1955.16,527.89,1427.27,0.0,Auto-Debit
CTB00017138,POL0002361,2026-05-19,238.88,35.83,203.05,0.0,Auto-Debit
CTB00017139,POL0001463,2026-01-12,1055.88,242.85,252.04,560.99,Salary Deduction
CTB00017140,POL0004711,2026-05-12,338.41,60.91,108.23,169.27,Salary Deduction
CTB00017141,POL0003556,2021-06-06,428.07,107.02,321.05,0.0,Salary Deduction
CTB00017142,POL0000617,2025-12-27,1830.16,549.05,538.07,743.04,Credit Card
CTB00017143,POL0004745,2022-01-27,1686.14,404.67,538.22,743.25,Salary Deduction
CTB00017144,POL0002448,2026-05-14,1495.61,373.9,370.16,751.55,Salary Deduction
CTB00017145,POL0004983,2023-05-07,1123.78,213.52,436.92,473.34,Online Banking
CTB00017146,POL0003234,2024-03-11,1365.02,354.91,1010.11,0.0,Auto-Debit
CTB00017147,POL0000424,2023-06-17,1345.1,470.78,874.32,0.0,Online Banking
CTB00017148,POL0001953,2026-02-12,1097.99,296.46,801.53,0.0,Credit Card
CTB00017149,POL0003837,2026-09-06,1425.63,498.97,240.93,685.73,Salary Deduction
CTB00017150,POL0000845,2025-08-25,568.62,199.02,144.14,225.46,Online Banking
CTB00017151,POL0004440,2024-11-18,398.55,63.77,133.91,200.87,Salary Deduction
CTB00017152,POL0003635,2026-01-31,490.25,102.95,193.65,193.65,Credit Card
CTB00017153,POL0003224,2024-06-08,1647.35,280.05,1367.3,0.0,Credit Card
CTB00017154,POL0003026,2025-02-22,1303.27,312.78,990.49,0.0,Credit Card
CTB00017155,POL0004457,2025-11-13,1287.21,321.8,357.2,608.21,Online Banking
CTB00017156,POL0002300,2026-05-17,415.42,95.55,319.87,0.0,Auto-Debit
CTB00017157,POL0002109,2024-01-27,1232.55,246.51,276.09,709.95,Salary Deduction
CTB00017158,POL0001863,2024-09-12,1527.8,381.95,343.75,802.1,Credit Card
CTB00017159,POL0001098,2021-10-16,481.75,163.8,111.28,206.67,Auto-Debit
CTB00017160,POL0004576,2026-05-14,1247.72,324.41,923.31,0.0,Salary Deduction
CTB00017161,POL0004709,2025-06-27,753.99,248.82,505.17,0.0,Salary Deduction
CTB00017162,POL0002755,2025-09-15,551.31,132.31,419.0,0.0,Online Banking
CTB00017163,POL0002326,2026-06-08,1777.4,462.12,512.96,802.32,Auto-Debit
CTB00017164,POL0004133,2026-02-14,1321.62,317.19,411.82,592.61,Credit Card
CTB00017165,POL0003085,2025-05-30,552.02,176.65,375.37,0.0,Salary Deduction
CTB00017166,POL0001927,2025-01-06,1748.8,507.15,521.49,720.16,Auto-Debit
CTB00017167,POL0000949,2026-05-25,703.27,161.75,541.52,0.0,Credit Card
CTB00017168,POL0001357,2024-07-29,1931.73,386.35,633.61,911.77,Auto-Debit
CTB00017169,POL0004670,2026-07-30,1634.43,375.92,490.82,767.69,Credit Card
CTB00017170,POL0004323,2021-12-09,1546.52,324.77,1221.75,0.0,Auto-Debit
CTB00017171,POL0000549,2025-01-29,595.85,154.92,440.93,0.0,Auto-Debit
CTB00017172,POL0001992,2023-12-12,356.73,60.64,296.09,0.0,Credit Card
CTB00017173,POL0002768,2025-09-04,1701.55,323.29,1378.26,0.0,Salary Deduction
CTB00017174,POL0001979,2022-02-12,1637.28,458.44,271.13,907.71,Credit Card
CTB00017175,POL0001269,2025-07-12,1556.88,326.94,1229.94,0.0,Salary Deduction
CTB00017176,POL0000501,2025-09-23,1799.01,521.71,344.87,932.43,Online Banking
CTB00017177,POL0001432,2024-06-23,119.52,38.25,81.27,0.0,Online Banking
CTB00017178,POL0001938,2025-12-10,1878.75,300.6,441.88,1136.27,Online Banking
CTB00017179,POL0003581,2025-03-05,1059.18,317.75,741.43,0.0,Credit Card
CTB00017180,POL0003081,2026-08-17,1563.8,250.21,394.08,919.51,Online Banking
CTB00017181,POL0004342,2026-04-14,873.1,183.35,689.75,0.0,Salary Deduction
CTB00017182,POL0002331,2024-06-30,87.97,21.99,65.98,0.0,Online Banking
CTB00017183,POL0003496,2023-08-16,506.82,106.43,164.16,236.23,Salary Deduction
CTB00017184,POL0004038,2025-06-05,1094.6,262.7,831.9,0.0,Online Banking
CTB00017185,POL0002839,2025-06-26,1794.98,592.34,1202.64,0.0,Auto-Debit
CTB00017186,POL0003325,2024-12-01,1561.57,484.09,366.34,711.14,Online Banking
CTB00017187,POL0003454,2026-01-28,228.31,45.66,82.19,100.46,Auto-Debit
CTB00017188,POL0002400,2024-08-21,1382.78,456.32,926.46,0.0,Credit Card
CTB00017189,POL0004738,2024-01-30,876.76,201.65,675.11,0.0,Salary Deduction
CTB00017190,POL0001961,2025-12-25,190.33,59.0,131.33,0.0,Credit Card
CTB00017191,POL0003466,2023-11-05,1826.87,529.79,1297.08,0.0,Auto-Debit
CTB00017192,POL0001276,2025-01-03,1565.28,360.01,1205.27,0.0,Salary Deduction
CTB00017193,POL0001931,2023-10-10,1940.78,640.46,1300.32,0.0,Online Banking
CTB00017194,POL0004003,2024-01-23,758.96,204.92,227.16,326.88,Online Banking
CTB00017195,POL0000128,2025-01-19,750.61,187.65,562.96,0.0,Online Banking
CTB00017196,POL0003709,2023-06-22,830.35,166.07,664.28,0.0,Credit Card
CTB00017197,POL0002895,2024-01-26,1224.64,318.41,906.23,0.0,Credit Card
CTB00017198,POL0003673,2024-03-28,1048.53,167.76,880.77,0.0,Online Banking
CTB00017199,POL0000750,2026-08-03,590.35,188.91,401.44,0.0,Auto-Debit
CTB00017200,POL0003360,2023-03-20,578.64,156.23,422.41,0.0,Auto-Debit
CTB00017201,POL0000211,2024-07-19,84.06,13.45,70.61,0.0,Credit Card
CTB00017202,POL0003325,2022-12-01,1561.57,312.31,287.33,961.93,Credit Card
CTB00017203,POL0002720,2023-04-04,268.13,93.85,174.28,0.0,Auto-Debit
CTB00017204,POL0002237,2023-03-10,231.75,78.8,152.95,0.0,Online Banking
CTB00017205,POL0001992,2026-08-19,356.73,60.64,296.09,0.0,Credit Card
CTB00017206,POL0000246,2026-07-22,1296.93,440.96,855.97,0.0,Online Banking
CTB00017207,POL0004003,2024-02-09,758.96,189.74,227.69,341.53,Online Banking
CTB00017208,POL0000235,2026-06-25,1042.72,166.84,875.88,0.0,Auto-Debit
CTB00017209,POL0000642,2025-02-12,795.37,127.26,187.07,481.04,Credit Card
CTB00017210,POL0001910,2023-12-22,214.72,49.39,62.83,102.5,Auto-Debit
CTB00017211,POL0002900,2022-03-08,860.02,258.01,602.01,0.0,Credit Card
CTB00017212,POL0002230,2023-01-14,111.34,17.81,31.8,61.73,Online Banking
CTB00017213,POL0004041,2021-07-10,908.1,263.35,644.75,0.0,Salary Deduction
CTB00017214,POL0003144,2026-09-10,689.22,199.87,220.21,269.14,Online Banking
CTB00017215,POL0000294,2022-05-10,1502.31,240.37,1261.94,0.0,Credit Card
CTB00017216,POL0004071,2023-04-28,56.33,14.08,42.25,0.0,Salary Deduction
CTB00017217,POL0004895,2026-09-04,446.72,107.21,339.51,0.0,Auto-Debit
CTB00017218,POL0000966,2026-03-04,1605.84,545.99,1059.85,0.0,Auto-Debit
CTB00017219,POL0001956,2023-10-30,1315.81,460.53,367.77,487.51,Credit Card
CTB00017220,POL0001793,2022-02-04,1712.89,513.87,1199.02,0.0,Auto-Debit
CTB00017221,POL0001973,2026-08-04,1602.38,384.57,1217.81,0.0,Online Banking
CTB00017222,POL0001468,2024-10-04,1790.36,537.11,1253.25,0.0,Salary Deduction
CTB00017223,POL0001510,2026-07-03,1863.2,484.43,1378.77,0.0,Auto-Debit
CTB00017224,POL0000262,2026-09-11,372.11,63.26,148.25,160.6,Online Banking
CTB00017225,POL0003343,2026-08-29,815.37,269.07,213.06,333.24,Credit Card
CTB00017226,POL0003425,2023-02-08,1462.3,438.69,1023.61,0.0,Auto-Debit
CTB00017227,POL0003322,2025-09-02,1256.31,414.58,370.36,471.37,Auto-Debit
CTB00017228,POL0001448,2024-10-01,1613.98,355.08,1258.9,0.0,Auto-Debit
CTB00017229,POL0000803,2022-12-21,1807.38,560.29,349.19,897.9,Salary Deduction
CTB00017230,POL0001980,2026-01-01,1679.88,285.58,1394.3,0.0,Salary Deduction
CTB00017231,POL0002963,2026-04-13,742.63,185.66,556.97,0.0,Auto-Debit
CTB00017232,POL0001531,2025-06-06,229.14,77.91,57.47,93.76,Salary Deduction
CTB00017233,POL0000185,2021-04-11,261.15,73.12,65.81,122.22,Credit Card
CTB00017234,POL0001109,2026-05-28,1466.09,278.56,522.51,665.02,Online Banking
CTB00017235,POL0001017,2026-02-06,596.95,125.36,471.59,0.0,Online Banking
CTB00017236,POL0002602,2023-09-05,1821.28,327.83,1493.45,0.0,Salary Deduction
CTB00017237,POL0000674,2024-01-01,752.38,240.76,163.72,347.9,Online Banking
CTB00017238,POL0002111,2024-07-11,85.85,22.32,63.53,0.0,Salary Deduction
CTB00017239,POL0001829,2026-09-11,1903.0,437.69,1465.31,0.0,Credit Card
CTB00017240,POL0002640,2024-06-28,543.14,92.33,450.81,0.0,Salary Deduction
CTB00017241,POL0001206,2026-02-18,121.78,41.41,80.37,0.0,Online Banking
CTB00017242,POL0002716,2024-10-18,276.23,49.72,226.51,0.0,Online Banking
CTB00017243,POL0001558,2024-12-16,1161.11,301.89,197.62,661.6,Auto-Debit
CTB00017244,POL0002162,2024-02-29,1389.6,458.57,931.03,0.0,Online Banking
CTB00017245,POL0000976,2026-03-31,931.43,316.69,276.63,338.11,Salary Deduction
CTB00017246,POL0004786,2024-07-17,1689.3,337.86,1351.44,0.0,Online Banking
CTB00017247,POL0004016,2026-07-26,1288.96,270.68,1018.28,0.0,Auto-Debit
CTB00017248,POL0000253,2025-05-25,812.51,195.0,148.2,469.31,Salary Deduction
CTB00017249,POL0002907,2026-03-05,903.64,289.16,153.62,460.86,Online Banking
CTB00017250,POL0004993,2024-04-14,1766.35,529.9,1236.45,0.0,Credit Card
CTB00017251,POL0002836,2024-08-19,301.22,66.27,234.95,0.0,Credit Card
CTB00017252,POL0004827,2024-04-04,1024.5,153.67,870.83,0.0,Online Banking
CTB00017253,POL0002632,2025-07-27,1190.68,273.86,916.82,0.0,Credit Card
CTB00017254,POL0003960,2026-06-08,650.95,136.7,514.25,0.0,Online Banking
CTB00017255,POL0001338,2026-01-29,1943.89,563.73,1380.16,0.0,Credit Card
CTB00017256,POL0003040,2025-02-10,1175.35,258.58,394.21,522.56,Salary Deduction
CTB00017257,POL0004782,2023-05-04,663.65,205.73,457.92,0.0,Credit Card
CTB00017258,POL0003407,2026-08-16,1582.75,269.07,564.88,748.8,Online Banking
CTB00017259,POL0002200,2025-12-22,106.44,25.55,26.69,54.2,Online Banking
CTB00017260,POL0002657,2024-03-14,1473.93,501.14,428.03,544.76,Auto-Debit
CTB00017261,POL0001705,2026-05-25,120.95,32.66,41.5,46.79,Online Banking
CTB00017262,POL0001526,2025-07-26,431.12,94.85,110.97,225.3,Salary Deduction
CTB00017263,POL0003907,2025-09-18,273.55,82.06,191.49,0.0,Salary Deduction
CTB00017264,POL0002563,2026-05-17,1955.16,567.0,1388.16,0.0,Salary Deduction
CTB00017265,POL0002824,2022-12-27,1340.31,361.88,440.29,538.14,Auto-Debit
CTB00017266,POL0004421,2022-10-05,279.71,44.75,234.96,0.0,Credit Card
CTB00017267,POL0000356,2021-08-28,1596.45,447.01,1149.44,0.0,Auto-Debit
CTB00017268,POL0003956,2026-05-23,1288.14,373.56,914.58,0.0,Online Banking
CTB00017269,POL0002361,2026-06-09,238.88,62.11,176.77,0.0,Salary Deduction
CTB00017270,POL0001070,2023-04-27,1264.2,442.47,213.65,608.08,Salary Deduction
CTB00017271,POL0004373,2022-10-17,1431.29,257.63,575.09,598.57,Credit Card
CTB00017272,POL0004715,2022-11-25,252.49,47.97,71.58,132.94,Online Banking
CTB00017273,POL0000280,2022-08-31,1906.92,591.15,289.47,1026.3,Auto-Debit
CTB00017274,POL0003439,2025-03-21,619.03,191.9,102.51,324.62,Credit Card
CTB00017275,POL0003915,2022-08-02,1824.41,583.81,1240.6,0.0,Online Banking
CTB00017276,POL0000208,2025-06-25,1705.09,306.92,517.32,880.85,Online Banking
CTB00017277,POL0001783,2025-12-14,118.23,34.29,19.31,64.63,Credit Card
CTB00017278,POL0004879,2025-10-24,1200.63,384.2,816.43,0.0,Online Banking
CTB00017279,POL0001372,2025-02-04,341.29,64.85,276.44,0.0,Online Banking
CTB00017280,POL0000906,2024-09-15,1234.77,358.08,263.01,613.68,Salary Deduction
CTB00017281,POL0002116,2022-12-29,1628.96,407.24,525.34,696.38,Salary Deduction
CTB00017282,POL0004126,2024-09-05,141.59,22.65,39.25,79.69,Auto-Debit
CTB00017283,POL0002659,2025-07-06,138.64,33.27,25.29,80.08,Credit Card
CTB00017284,POL0001596,2025-11-22,782.58,187.82,202.22,392.54,Auto-Debit
CTB00017285,POL0000032,2026-01-04,277.32,47.14,230.18,0.0,Credit Card
CTB00017286,POL0004813,2025-09-30,56.85,8.53,48.32,0.0,Auto-Debit
CTB00017287,POL0001721,2025-12-08,460.45,124.32,336.13,0.0,Salary Deduction
CTB00017288,POL0002276,2025-07-14,1101.17,209.22,428.14,463.81,Online Banking
CTB00017289,POL0003006,2025-02-01,1261.84,277.6,984.24,0.0,Salary Deduction
CTB00017290,POL0002451,2025-12-01,1758.54,597.9,522.29,638.35,Online Banking
CTB00017291,POL0003312,2026-06-28,1819.39,509.43,1309.96,0.0,Salary Deduction
CTB00017292,POL0004349,2023-05-20,1448.93,333.25,435.12,680.56,Credit Card
CTB00017293,POL0001306,2022-12-19,591.58,189.31,402.27,0.0,Salary Deduction
CTB00017294,POL0002485,2026-05-08,168.78,50.63,118.15,0.0,Salary Deduction
CTB00017295,POL0003417,2026-05-22,1821.57,309.67,453.57,1058.33,Online Banking
CTB00017296,POL0000202,2025-02-20,1631.46,554.7,269.19,807.57,Auto-Debit
CTB00017297,POL0003962,2025-08-02,1150.76,218.64,932.12,0.0,Salary Deduction
CTB00017298,POL0002339,2026-02-26,1271.21,266.95,411.75,592.51,Online Banking
CTB00017299,POL0004821,2026-06-15,561.0,123.42,91.89,345.69,Online Banking
CTB00017300,POL0004658,2022-05-26,135.7,42.07,36.52,57.11,Salary Deduction
CTB00017301,POL0003581,2026-07-09,1059.18,190.65,868.53,0.0,Auto-Debit
CTB00017302,POL0002797,2025-09-05,560.91,117.79,443.12,0.0,Auto-Debit
CTB00017303,POL0002385,2026-05-29,1181.91,177.29,1004.62,0.0,Salary Deduction
CTB00017304,POL0002817,2025-07-21,659.79,217.73,216.61,225.45,Auto-Debit
CTB00017305,POL0002985,2026-01-08,1715.39,531.77,1183.62,0.0,Auto-Debit
CTB00017306,POL0002826,2023-03-27,224.68,51.68,173.0,0.0,Online Banking
CTB00017307,POL0001046,2026-01-24,1459.77,452.53,483.48,523.76,Credit Card
CTB00017308,POL0004080,2025-04-27,1351.66,405.5,946.16,0.0,Online Banking
CTB00017309,POL0004137,2026-09-04,716.3,136.1,290.1,290.1,Salary Deduction
CTB00017310,POL0003757,2026-08-18,1179.48,176.92,360.92,641.64,Auto-Debit
CTB00017311,POL0003564,2022-11-17,1124.0,325.96,191.53,606.51,Auto-Debit
CTB00017312,POL0000130,2026-07-17,211.84,57.2,34.02,120.62,Auto-Debit
CTB00017313,POL0004834,2023-10-22,158.95,39.74,119.21,0.0,Online Banking
CTB00017314,POL0002325,2025-12-21,593.58,207.75,385.83,0.0,Salary Deduction
CTB00017315,POL0002044,2025-12-13,1762.05,334.79,299.72,1127.54,Credit Card
CTB00017316,POL0003263,2026-06-03,1591.83,429.79,302.13,859.91,Auto-Debit
CTB00017317,POL0000089,2024-10-23,1470.32,235.25,555.78,679.29,Credit Card
CTB00017318,POL0000785,2026-04-25,763.07,244.18,249.07,269.82,Auto-Debit
CTB00017319,POL0001442,2026-02-02,1822.82,364.56,1458.26,0.0,Auto-Debit
CTB00017320,POL0000281,2025-03-07,1332.26,213.16,1119.1,0.0,Salary Deduction
CTB00017321,POL0000190,2021-11-24,1848.24,609.92,1238.32,0.0,Credit Card
CTB00017322,POL0004132,2025-09-17,364.07,105.58,98.23,160.26,Online Banking
CTB00017323,POL0000151,2026-08-19,1836.3,440.71,1395.59,0.0,Credit Card
CTB00017324,POL0000107,2024-08-14,1981.3,376.45,320.97,1283.88,Salary Deduction
CTB00017325,POL0003806,2023-01-02,175.22,38.55,136.67,0.0,Auto-Debit
CTB00017326,POL0004975,2025-02-21,372.81,119.3,253.51,0.0,Credit Card
CTB00017327,POL0002158,2025-12-28,990.33,227.78,175.39,587.16,Credit Card
CTB00017328,POL0001946,2025-01-09,218.31,43.66,83.83,90.82,Online Banking
CTB00017329,POL0000364,2025-07-02,292.97,99.61,77.34,116.02,Salary Deduction
CTB00017330,POL0003921,2026-08-13,1848.27,351.17,1497.1,0.0,Auto-Debit
CTB00017331,POL0000900,2026-08-07,656.84,170.78,486.06,0.0,Credit Card
CTB00017332,POL0004465,2022-08-19,1108.27,354.65,753.62,0.0,Salary Deduction
CTB00017333,POL0004068,2022-05-30,1303.1,430.02,209.54,663.54,Salary Deduction
CTB00017334,POL0004478,2022-05-09,80.95,23.48,57.47,0.0,Salary Deduction
CTB00017335,POL0002247,2025-08-19,1290.77,413.05,877.72,0.0,Credit Card
CTB00017336,POL0001466,2026-05-15,161.96,51.83,110.13,0.0,Salary Deduction
CTB00017337,POL0002872,2025-04-23,565.75,107.49,109.98,348.28,Online Banking
CTB00017338,POL0001447,2024-02-16,1973.47,513.1,715.58,744.79,Auto-Debit
CTB00017339,POL0000391,2022-07-02,1709.66,307.74,1401.92,0.0,Auto-Debit
CTB00017340,POL0004542,2024-04-01,1766.12,476.85,1289.27,0.0,Credit Card
CTB00017341,POL0003938,2026-08-07,1253.53,288.31,965.22,0.0,Auto-Debit
CTB00017342,POL0003377,2022-11-28,253.72,71.04,182.68,0.0,Auto-Debit
CTB00017343,POL0001004,2025-09-27,1174.15,223.09,342.38,608.68,Credit Card
CTB00017344,POL0004712,2025-12-11,71.04,19.89,20.97,30.18,Online Banking
CTB00017345,POL0000907,2025-06-01,1944.13,505.47,561.08,877.58,Credit Card
CTB00017346,POL0000714,2023-11-26,384.94,100.08,284.86,0.0,Credit Card
CTB00017347,POL0001141,2026-08-09,1754.62,614.12,1140.5,0.0,Online Banking
CTB00017348,POL0000472,2025-06-07,1572.47,487.47,347.2,737.8,Salary Deduction
CTB00017349,POL0000416,2025-04-26,970.75,184.44,377.43,408.88,Online Banking
CTB00017350,POL0004696,2023-01-12,529.21,142.89,386.32,0.0,Auto-Debit
CTB00017351,POL0001146,2024-07-05,1643.22,262.92,593.53,786.77,Auto-Debit
CTB00017352,POL0004316,2025-11-04,461.73,143.14,66.9,251.69,Credit Card
CTB00017353,POL0001293,2025-09-12,1949.28,526.31,1422.97,0.0,Online Banking
CTB00017354,POL0004360,2023-10-23,483.91,169.37,314.54,0.0,Credit Card
CTB00017355,POL0001698,2024-11-28,458.21,137.46,320.75,0.0,Auto-Debit
CTB00017356,POL0004571,2026-09-01,941.7,263.68,162.72,515.3,Salary Deduction
CTB00017357,POL0001780,2025-08-20,1964.47,333.96,1630.51,0.0,Salary Deduction
CTB00017358,POL0000300,2023-09-11,111.48,25.64,85.84,0.0,Auto-Debit
CTB00017359,POL0004842,2023-10-26,1088.95,283.13,805.82,0.0,Credit Card
CTB00017360,POL0004262,2024-09-12,544.34,97.98,446.36,0.0,Salary Deduction
