transaction_id,agent_id,policy_id,transaction_type,transaction_date,commission_rate,commission_amount_shareholders_fund
AGX00004699,AGT0013,POL0000295,New Business,2026-08-26,0.13,199.47
AGX00004700,AGT0057,POL0001540,Renewal,2026-06-29,0.13,99.94
AGX00004701,AGT0022,POL0000857,New Business,2025-10-08,0.15,193.58
AGX00004702,AGT0045,POL0003400,New Business,2021-11-23,0.08,112.91
AGX00004703,AGT0056,POL0002549,Renewal,2024-11-01,0.2,216.41
AGX00004704,AGT0061,POL0002087,Renewal,2025-10-04,0.15,106.88
AGX00004705,AGT0038,POL0004295,Renewal,2024-05-22,0.17,107.06
AGX00004706,AGT0020,POL0004584,New Business,2022-08-12,0.18,242.13
AGX00004707,AGT0090,POL0004627,Renewal,2025-08-18,0.12,205.76
AGX00004708,AGT0072,POL0004399,Renewal,2022-07-18,0.09,7.82
AGX00004709,AGT0016,POL0002894,Renewal,2026-09-10,0.16,88.55
AGX00004710,AGT0117,POL0002090,Renewal,2026-07-21,0.07,51.36
AGX00004711,AGT0087,POL0003489,New Business,2025-02-12,0.08,159.79
AGX00004712,AGT0127,POL0002788,Renewal,2022-06-09,0.13,23.82
AGX00004713,AGT0131,POL0002297,Renewal,2026-01-28,0.09,155.96
AGX00004714,AGT0033,POL0000502,New Business,2026-01-27,0.09,169.29
AGX00004715,AGT0015,POL0003772,Renewal,2022-03-12,0.18,359.29
AGX00004716,AGT0007,POL0000541,New Business,2025-02-01,0.19,197.31
AGX00004717,AGT0142,POL0002136,Renewal,2025-10-30,0.25,96.25
AGX00004718,AGT0128,POL0000104,Renewal,2025-06-16,0.05,35.37
AGX00004719,AGT0021,POL0004703,New Business,2023-01-27,0.12,196.59
AGX00004720,AGT0125,POL0000481,New Business,2026-02-18,0.2,50.51
AGX00004721,AGT0142,POL0004631,Renewal,2021-05-12,0.2,98.29
AGX00004722,AGT0025,POL0004961,Renewal,2024-12-30,0.12,200.23
AGX00004723,AGT0027,POL0004652,New Business,2026-08-03,0.22,296.67
AGX00004724,AGT0059,POL0004712,New Business,2024-10-05,0.08,5.68
AGX00004725,AGT0070,POL0004199,New Business,2026-07-26,0.08,75.79
AGX00004726,AGT0079,POL0003182,Renewal,2026-07-18,0.24,372.57
AGX00004727,AGT0014,POL0004003,New Business,2023-09-21,0.24,182.15
AGX00004728,AGT0094,POL0001430,Renewal,2026-07-19,0.08,19.73
AGX00004729,AGT0093,POL0001917,New Business,2026-08-27,0.17,78.52
AGX00004730,AGT0079,POL0000060,Renewal,2022-03-08,0.09,24.48
AGX00004731,AGT0087,POL0004394,New Business,2026-03-13,0.14,159.64
AGX00004732,AGT0144,POL0001850,New Business,2026-06-24,0.22,99.75
AGX00004733,AGT0124,POL0004034,Renewal,2026-05-02,0.21,378.4
AGX00004734,AGT0146,POL0001220,New Business,2024-04-06,0.15,115.26
AGX00004735,AGT0083,POL0004864,Renewal,2025-12-20,0.16,103.48
AGX00004736,AGT0017,POL0000826,Renewal,2026-08-22,0.11,98.8
AGX00004737,AGT0128,POL0001863,Renewal,2026-01-14,0.13,198.61
AGX00004738,AGT0016,POL0000588,Renewal,2026-05-07,0.07,107.31
AGX00004739,AGT0015,POL0001233,New Business,2025-04-21,0.23,303.48
AGX00004740,AGT0140,POL0003924,New Business,2026-03-04,0.13,223.7
AGX00004741,AGT0035,POL0001668,Renewal,2026-02-24,0.21,176.75
AGX00004742,AGT0106,POL0001775,Renewal,2025-05-18,0.11,39.13
AGX00004743,AGT0082,POL0000396,Renewal,2026-01-26,0.22,437.26
AGX00004744,AGT0078,POL0002095,Renewal,2025-12-22,0.13,208.41
AGX00004745,AGT0057,POL0000383,New Business,2026-06-26,0.1,22.31
AGX00004746,AGT0133,POL0004401,Renewal,2024-05-14,0.05,3.83
AGX00004747,AGT0106,POL0000476,New Business,2026-04-24,0.11,106.48
AGX00004748,AGT0020,POL0001536,Renewal,2026-07-14,0.11,56.47
AGX00004749,AGT0090,POL0001890,Renewal,2021-08-16,0.17,115.8
AGX00004750,AGT0073,POL0001641,Renewal,2025-01-05,0.23,373.47
AGX00004751,AGT0039,POL0000356,New Business,2024-05-17,0.11,175.61
AGX00004752,AGT0117,POL0004339,Renewal,2026-09-05,0.1,192.47
AGX00004753,AGT0127,POL0002055,Renewal,2026-01-11,0.17,264.35
AGX00004754,AGT0120,POL0002182,Renewal,2025-07-14,0.19,52.87
AGX00004755,AGT0103,POL0002845,Renewal,2024-12-12,0.24,313.37
AGX00004756,AGT0047,POL0001339,Renewal,2026-02-02,0.12,141.84
AGX00004757,AGT0149,POL0004246,New Business,2023-06-16,0.14,83.39
AGX00004758,AGT0143,POL0002102,Renewal,2026-06-24,0.07,56.61
AGX00004759,AGT0008,POL0000215,Renewal,2022-12-08,0.21,38.85
AGX00004760,AGT0150,POL0004811,Renewal,2024-05-18,0.24,427.95
AGX00004761,AGT0097,POL0002456,Renewal,2026-07-20,0.23,285.51
AGX00004762,AGT0091,POL0000574,New Business,2022-12-12,0.22,62.12
AGX00004763,AGT0048,POL0003198,Renewal,2026-06-05,0.22,129.54
AGX00004764,AGT0076,POL0004304,New Business,2026-07-04,0.08,66.66
AGX00004765,AGT0027,POL0004787,Renewal,2025-05-13,0.21,176.99
AGX00004766,AGT0075,POL0000452,Renewal,2026-05-13,0.06,13.18
AGX00004767,AGT0029,POL0000313,Renewal,2026-03-18,0.08,117.49
AGX00004768,AGT0116,POL0003718,Renewal,2024-12-22,0.13,41.05
AGX00004769,AGT0095,POL0004145,Renewal,2025-05-15,0.17,324.63
AGX00004770,AGT0111,POL0002422,New Business,2025-11-18,0.16,166.22
AGX00004771,AGT0130,POL0004301,Renewal,2026-07-20,0.14,217.32
AGX00004772,AGT0110,POL0004963,Renewal,2023-05-21,0.15,93.0
AGX00004773,AGT0099,POL0001748,New Business,2026-05-24,0.2,373.89
AGX00004774,AGT0059,POL0000518,New Business,2024-07-28,0.25,28.68
AGX00004775,AGT0026,POL0004427,Renewal,2021-11-22,0.19,92.02
AGX00004776,AGT0097,POL0003092,New Business,2022-08-29,0.14,72.47
AGX00004777,AGT0134,POL0003492,Renewal,2024-07-05,0.25,406.85
AGX00004778,AGT0098,POL0003993,New Business,2026-04-02,0.25,419.78
AGX00004779,AGT0112,POL0002425,New Business,2026-01-20,0.15,278.8
AGX00004780,AGT0130,POL0003589,Renewal,2024-11-18,0.07,93.02
AGX00004781,AGT0146,POL0000863,New Business,2024-05-29,0.1,192.34
AGX00004782,AGT0079,POL0001754,New Business,2024-10-08,0.21,234.67
AGX00004783,AGT0086,POL0003758,New Business,2026-06-18,0.05,38.02
AGX00004784,AGT0075,POL0003454,New Business,2024-08-12,0.1,22.83
AGX00004785,AGT0142,POL0000874,New Business,2024-11-30,0.08,54.69
AGX00004786,AGT0038,POL0001877,Renewal,2026-07-19,0.1,43.73
AGX00004787,AGT0065,POL0003432,Renewal,2022-11-16,0.12,88.96
AGX00004788,AGT0074,POL0003966,Renewal,2022-10-20,0.2,236.76
AGX00004789,AGT0083,POL0002314,Renewal,2025-01-29,0.2,109.43
AGX00004790,AGT0101,POL0001527,Renewal,2026-04-01,0.06,71.51
AGX00004791,AGT0103,POL0003876,New Business,2026-07-18,0.15,20.78
AGX00004792,AGT0078,POL0003407,Renewal,2026-07-13,0.2,316.55
AGX00004793,AGT0061,POL0000299,Renewal,2026-07-12,0.11,72.1
AGX00004794,AGT0043,POL0000877,Renewal,2025-08-25,0.19,52.47
AGX00004795,AGT0118,POL0003113,Renewal,2021-08-05,0.18,224.13
AGX00004796,AGT0005,POL0000936,New Business,2022-05-29,0.07,59.34
AGX00004797,AGT0034,POL0000303,Renewal,2026-06-05,0.14,57.28
AGX00004798,AGT0118,POL0004812,New Business,2023-04-17,0.19,97.16
AGX00004799,AGT0096,POL0002878,New Business,2026-05-27,0.08,109.75
AGX00004800,AGT0143,POL0000689,Renewal,2024-05-15,0.05,94.89
AGX00004801,AGT0026,POL0003350,New Business,2024-12-27,0.24,129.54
AGX00004802,AGT0036,POL0001412,Renewal,2023-05-12,0.07,71.77
AGX00004803,AGT0007,POL0003921,New Business,2025-12-21,0.06,110.9
AGX00004804,AGT0092,POL0000272,New Business,2022-12-20,0.06,80.87
AGX00004805,AGT0037,POL0002947,Renewal,2025-03-05,0.17,282.93
AGX00004806,AGT0082,POL0001387,New Business,2026-06-30,0.07,35.73
AGX00004807,AGT0078,POL0000483,Renewal,2023-06-02,0.2,316.44
AGX00004808,AGT0083,POL0002062,New Business,2026-07-12,0.12,63.06
AGX00004809,AGT0036,POL0001443,Renewal,2024-04-04,0.11,62.61
AGX00004810,AGT0084,POL0003143,New Business,2024-12-05,0.17,135.99
AGX00004811,AGT0001,POL0001914,New Business,2025-05-23,0.11,173.81
AGX00004812,AGT0108,POL0004895,Renewal,2025-10-06,0.16,71.48
AGX00004813,AGT0056,POL0003487,New Business,2021-08-21,0.1,105.95
AGX00004814,AGT0102,POL0001197,Renewal,2024-05-27,0.19,93.68
AGX00004815,AGT0056,POL0003528,Renewal,2024-12-07,0.19,232.88
AGX00004816,AGT0017,POL0001304,Renewal,2026-07-11,0.1,87.59
AGX00004817,AGT0054,POL0000001,Renewal,2025-07-24,0.18,198.82
AGX00004818,AGT0115,POL0001797,Renewal,2023-01-23,0.05,91.48
AGX00004819,AGT0097,POL0000582,New Business,2025-07-10,0.1,179.86
AGX00004820,AGT0005,POL0001294,New Business,2021-12-03,0.09,45.72
AGX00004821,AGT0014,POL0002440,New Business,2022-04-08,0.23,164.29
AGX00004822,AGT0146,POL0002196,New Business,2025-05-19,0.14,228.93
AGX00004823,AGT0006,POL0003204,Renewal,2024-05-24,0.25,367.44
AGX00004824,AGT0066,POL0001055,Renewal,2022-12-09,0.06,45.86
AGX00004825,AGT0093,POL0004865,Renewal,2026-08-09,0.09,75.84
AGX00004826,AGT0100,POL0002465,Renewal,2026-04-02,0.08,17.2
AGX00004827,AGT0084,POL0002068,New Business,2025-03-01,0.16,311.81
AGX00004828,AGT0092,POL0003946,Renewal,2024-02-14,0.14,116.19
AGX00004829,AGT0137,POL0002492,Renewal,2024-11-13,0.15,231.44
AGX00004830,AGT0122,POL0004026,New Business,2024-06-26,0.25,254.59
AGX00004831,AGT0053,POL0003686,New Business,2025-05-27,0.13,28.27
AGX00004832,AGT0124,POL0002247,New Business,2022-09-10,0.05,64.54
AGX00004833,AGT0022,POL0000285,Renewal,2023-07-16,0.2,107.01
AGX00004834,AGT0003,POL0001947,Renewal,2024-09-03,0.2,346.6
AGX00004835,AGT0113,POL0003671,Renewal,2025-09-05,0.17,9.5
AGX00004836,AGT0082,POL0003138,Renewal,2025-06-28,0.06,111.46
AGX00004837,AGT0084,POL0000606,New Business,2025-07-21,0.07,100.24
AGX00004838,AGT0119,POL0000520,Renewal,2023-07-14,0.13,107.17
AGX00004839,AGT0043,POL0000547,New Business,2026-06-26,0.12,49.86
AGX00004840,AGT0032,POL0003720,Renewal,2024-11-30,0.23,307.23
AGX00004841,AGT0100,POL0000515,Renewal,2026-03-02,0.06,8.77
AGX00004842,AGT0042,POL0002223,Renewal,2024-06-05,0.13,51.79
AGX00004843,AGT0039,POL0002189,New Business,2025-12-23,0.16,69.99
AGX00004844,AGT0081,POL0004945,New Business,2026-08-18,0.22,81.11
AGX00004845,AGT0060,POL0000150,Renewal,2025-11-22,0.17,249.49
AGX00004846,AGT0102,POL0003284,Renewal,2025-05-22,0.22,397.24
AGX00004847,AGT0147,POL0000471,Renewal,2025-12-23,0.15,148.86
AGX00004848,AGT0008,POL0000966,Renewal,2026-05-22,0.23,369.34
AGX00004849,AGT0087,POL0000640,Renewal,2026-08-14,0.13,97.56
AGX00004850,AGT0131,POL0003318,Renewal,2026-07-19,0.24,270.69
AGX00004851,AGT0043,POL0002324,New Business,2023-10-14,0.22,223.34
AGX00004852,AGT0111,POL0001946,Renewal,2024-11-29,0.06,13.1
AGX00004853,AGT0033,POL0002557,New Business,2023-03-25,0.23,451.74
AGX00004854,AGT0145,POL0000239,New Business,2026-01-14,0.07,43.28
AGX00004855,AGT0087,POL0002384,Renewal,2026-04-10,0.11,152.7
AGX00004856,AGT0003,POL0002195,Renewal,2024-11-21,0.22,429.59
AGX00004857,AGT0004,POL0002666,New Business,2026-03-05,0.06,6.07
AGX00004858,AGT0059,POL0001346,New Business,2026-04-08,0.14,227.1
AGX00004859,AGT0020,POL0001497,Renewal,2022-01-04,0.21,163.92
AGX00004860,AGT0055,POL0003455,Renewal,2026-03-10,0.16,69.62
AGX00004861,AGT0014,POL0001855,Renewal,2025-10-09,0.1,81.06
AGX00004862,AGT0147,POL0000753,New Business,2025-11-28,0.05,74.73
AGX00004863,AGT0091,POL0000909,Renewal,2025-07-18,0.15,89.64
AGX00004864,AGT0096,POL0003849,Renewal,2022-10-03,0.24,460.05
AGX00004865,AGT0022,POL0004783,New Business,2021-09-17,0.2,63.63
AGX00004866,AGT0098,POL0003846,Renewal,2024-06-22,0.1,63.89
AGX00004867,AGT0008,POL0004000,Renewal,2026-08-11,0.13,113.99
AGX00004868,AGT0121,POL0001671,New Business,2026-08-15,0.09,108.86
AGX00004869,AGT0062,POL0002482,Renewal,2024-05-28,0.16,292.83
AGX00004870,AGT0009,POL0001654,New Business,2021-09-26,0.17,312.27
AGX00004871,AGT0024,POL0002003,Renewal,2026-07-11,0.05,21.23
AGX00004872,AGT0079,POL0002881,Renewal,2025-03-04,0.11,149.61
AGX00004873,AGT0143,POL0000552,New Business,2021-09-12,0.2,316.33
AGX00004874,AGT0147,POL0002117,Renewal,2026-07-09,0.19,248.96
AGX00004875,AGT0132,POL0000431,New Business,2026-06-24,0.25,451.72
AGX00004876,AGT0107,POL0003043,Renewal,2023-07-11,0.17,260.72
AGX00004877,AGT0061,POL0000580,Renewal,2024-02-13,0.16,63.48
AGX00004878,AGT0029,POL0000313,New Business,2025-10-05,0.06,88.12
AGX00004879,AGT0027,POL0000188,Renewal,2025-08-18,0.11,152.88
AGX00004880,AGT0024,POL0001694,Renewal,2023-12-18,0.25,416.31
AGX00004881,AGT0049,POL0000739,New Business,2026-08-09,0.18,219.45
AGX00004882,AGT0009,POL0002931,Renewal,2021-07-26,0.14,175.7
AGX00004883,AGT0016,POL0000588,New Business,2024-04-25,0.06,91.98
AGX00004884,AGT0092,POL0004540,Renewal,2025-12-07,0.18,17.74
AGX00004885,AGT0029,POL0001222,New Business,2026-03-17,0.15,62.82
AGX00004886,AGT0034,POL0003172,Renewal,2024-02-24,0.2,45.14
AGX00004887,AGT0128,POL0001655,Renewal,2025-02-19,0.06,48.92
AGX00004888,AGT0010,POL0001740,Renewal,2026-08-25,0.2,272.07
AGX00004889,AGT0027,POL0004392,Renewal,2024-04-22,0.13,139.58
AGX00004890,AGT0086,POL0000333,Renewal,2024-10-28,0.16,119.46
AGX00004891,AGT0001,POL0004191,Renewal,2023-12-21,0.06,8.4
AGX00004892,AGT0077,POL0004308,New Business,2026-04-29,0.24,24.32
AGX00004893,AGT0018,POL0000716,Renewal,2026-03-19,0.23,255.83
AGX00004894,AGT0120,POL0003802,New Business,2021-11-23,0.14,117.9
AGX00004895,AGT0054,POL0002712,New Business,2025-12-31,0.2,77.47
AGX00004896,AGT0106,POL0003441,Renewal,2026-05-19,0.15,28.61
AGX00004897,AGT0024,POL0000404,Renewal,2025-12-03,0.14,243.86
AGX00004898,AGT0017,POL0000067,New Business,2026-08-04,0.22,170.13
AGX00004899,AGT0148,POL0001103,Renewal,2024-11-17,0.2,67.19
AGX00004900,AGT0095,POL0000158,New Business,2023-01-15,0.17,279.91
AGX00004901,AGT0080,POL0002745,Renewal,2025-01-12,0.18,50.3
AGX00004902,AGT0129,POL0001745,Renewal,2025-08-13,0.19,21.24
AGX00004903,AGT0112,POL0002425,Renewal,2026-03-16,0.1,185.86
AGX00004904,AGT0123,POL0000156,Renewal,2021-10-15,0.18,146.17
AGX00004905,AGT0117,POL0001371,New Business,2024-12-07,0.1,179.28
AGX00004906,AGT0078,POL0001902,New Business,2025-10-18,0.22,176.51
AGX00004907,AGT0121,POL0000787,New Business,2026-05-29,0.17,158.68
AGX00004908,AGT0008,POL0002523,Renewal,2026-02-18,0.22,260.01
AGX00004909,AGT0093,POL0003312,Renewal,2026-08-07,0.11,200.13
AGX00004910,AGT0022,POL0002448,New Business,2025-12-26,0.1,149.56
AGX00004911,AGT0023,POL0000077,New Business,2022-11-14,0.15,122.64
AGX00004912,AGT0100,POL0001394,New Business,2026-07-23,0.17,55.53
AGX00004913,AGT0071,POL0004890,New Business,2025-08-31,0.14,247.16
AGX00004914,AGT0111,POL0003867,Renewal,2026-07-12,0.22,82.53
AGX00004915,AGT0108,POL0002289,New Business,2023-12-04,0.24,157.37
AGX00004916,AGT0078,POL0000977,Renewal,2021-09-12,0.23,271.75
AGX00004917,AGT0074,POL0003560,Renewal,2022-06-14,0.2,182.11
AGX00004918,AGT0087,POL0002012,New Business,2024-07-29,0.16,25.1
AGX00004919,AGT0005,POL0004774,Renewal,2026-05-23,0.08,125.95
AGX00004920,AGT0008,POL0000573,New Business,2026-08-29,0.06,117.8
AGX00004921,AGT0112,POL0002124,Renewal,2024-09-21,0.23,47.05
AGX00004922,AGT0047,POL0004173,Renewal,2025-11-29,0.2,158.1
AGX00004923,AGT0028,POL0002854,New Business,2021-11-14,0.13,251.98
AGX00004924,AGT0094,POL0000480,New Business,2024-12-02,0.1,99.33
AGX00004925,AGT0085,POL0004187,Renewal,2024-08-07,0.06,61.39
AGX00004926,AGT0037,POL0003588,New Business,2025-06-03,0.18,299.35
AGX00004927,AGT0095,POL0001906,Renewal,2026-07-13,0.23,207.66
AGX00004928,AGT0060,POL0000830,New Business,2025-09-14,0.06,74.75
AGX00004929,AGT0040,POL0002551,Renewal,2023-02-03,0.08,126.85
AGX00004930,AGT0002,POL0001001,Renewal,2023-09-09,0.14,125.24
AGX00004931,AGT0034,POL0002340,Renewal,2024-07-07,0.14,217.65
AGX00004932,AGT0121,POL0004937,New Business,2026-05-16,0.05,32.35
AGX00004933,AGT0059,POL0003895,Renewal,2023-04-24,0.24,300.77
AGX00004934,AGT0020,POL0004584,New Business,2024-01-08,0.23,309.39
AGX00004935,AGT0149,POL0003786,Renewal,2026-07-08,0.16,283.43
AGX00004936,AGT0032,POL0001009,New Business,2025-11-17,0.22,367.7
AGX00004937,AGT0105,POL0002305,New Business,2023-07-17,0.12,160.59
AGX00004938,AGT0020,POL0002435,New Business,2022-07-31,0.22,263.11
AGX00004939,AGT0018,POL0003855,Renewal,2025-06-01,0.05,20.91
AGX00004940,AGT0070,POL0000838,Renewal,2026-07-10,0.05,59.44
AGX00004941,AGT0084,POL0001994,Renewal,2025-11-22,0.17,338.09
AGX00004942,AGT0149,POL0002955,Renewal,2024-09-27,0.06,93.93
AGX00004943,AGT0087,POL0001965,Renewal,2026-09-01,0.12,155.55
AGX00004944,AGT0141,POL0000003,Renewal,2026-02-05,0.13,109.16
AGX00004945,AGT0066,POL0001531,Renewal,2025-03-22,0.12,27.5
AGX00004946,AGT0055,POL0003442,Renewal,2025-04-18,0.23,320.66
AGX00004947,AGT0027,POL0002134,Renewal,2025-12-19,0.12,193.65
AGX00004948,AGT0058,POL0002351,New Business,2026-08-21,0.22,377.23
AGX00004949,AGT0022,POL0004364,Renewal,2022-03-19,0.23,309.93
AGX00004950,AGT0082,POL0000920,Renewal,2025-08-15,0.21,247.99
AGX00004951,AGT0074,POL0002767,Renewal,2025-01-22,0.25,100.11
AGX00004952,AGT0150,POL0002855,Renewal,2025-04-14,0.18,333.76
AGX00004953,AGT0023,POL0004855,Renewal,2025-10-22,0.19,317.3
AGX00004954,AGT0079,POL0001521,New Business,2026-01-23,0.19,11.05
AGX00004955,AGT0015,POL0004257,Renewal,2025-10-14,0.08,156.38
AGX00004956,AGT0020,POL0002415,New Business,2026-09-04,0.06,32.18
AGX00004957,AGT0050,POL0002301,Renewal,2026-06-10,0.12,196.56
AGX00004958,AGT0140,POL0000726,Renewal,2026-07-23,0.07,82.71
AGX00004959,AGT0009,POL0003551,Renewal,2026-05-22,0.2,280.32
AGX00004960,AGT0090,POL0003550,Renewal,2025-07-10,0.05,11.54
AGX00004961,AGT0122,POL0001943,Renewal,2026-07-23,0.25,371.27
AGX00004962,AGT0016,POL0002839,New Business,2023-07-15,0.2,359.0
AGX00004963,AGT0029,POL0004854,Renewal,2025-11-18,0.21,103.99
AGX00004964,AGT0033,POL0000205,Renewal,2026-07-27,0.23,65.71
AGX00004965,AGT0121,POL0004666,Renewal,2026-03-26,0.17,204.37
AGX00004966,AGT0091,POL0003595,New Business,2025-03-03,0.18,85.61
AGX00004967,AGT0102,POL0000177,Renewal,2026-09-08,0.22,308.48
AGX00004968,AGT0117,POL0000428,Renewal,2022-11-30,0.13,131.29
AGX00004969,AGT0115,POL0001024,Renewal,2022-11-17,0.18,348.1
AGX00004970,AGT0017,POL0002404,Renewal,2026-03-31,0.13,124.1
AGX00004971,AGT0114,POL0004553,New Business,2026-01-06,0.08,45.69
AGX00004972,AGT0095,POL0004388,New Business,2026-08-19,0.23,283.44
AGX00004973,AGT0027,POL0002128,Renewal,2024-11-16,0.11,62.1
AGX00004974,AGT0105,POL0000419,Renewal,2026-03-29,0.1,22.15
AGX00004975,AGT0065,POL0001938,New Business,2023-12-11,0.06,112.72
AGX00004976,AGT0050,POL0000159,Renewal,2022-05-06,0.12,72.94
AGX00004977,AGT0076,POL0003779,Renewal,2025-10-05,0.08,40.26
AGX00004978,AGT0060,POL0002867,New Business,2026-05-23,0.12,128.78
AGX00004979,AGT0036,POL0004804,New Business,2024-03-26,0.16,177.86
AGX00004980,AGT0143,POL0004320,Renewal,2026-02-08,0.15,242.43
AGX00004981,AGT0033,POL0004507,Renewal,2026-09-04,0.16,282.54
AGX00004982,AGT0059,POL0004712,New Business,2026-09-05,0.1,7.1
AGX00004983,AGT0115,POL0002220,New Business,2025-12-26,0.12,215.87
AGX00004984,AGT0044,POL0001415,Renewal,2023-06-05,0.19,143.55
AGX00004985,AGT0062,POL0002254,New Business,2024-04-16,0.19,325.65
AGX00004986,AGT0059,POL0000280,Renewal,2024-01-16,0.14,266.97
AGX00004987,AGT0082,POL0002468,Renewal,2025-12-11,0.15,167.42
AGX00004988,AGT0049,POL0004462,Renewal,2024-08-15,0.09,134.8
AGX00004989,AGT0042,POL0004616,New Business,2023-03-11,0.15,63.91
AGX00004990,AGT0106,POL0000613,New Business,2024-02-16,0.09,151.9
AGX00004991,AGT0055,POL0002346,Renewal,2021-10-28,0.23,183.42
AGX00004992,AGT0034,POL0002234,Renewal,2023-01-02,0.13,237.52
AGX00004993,AGT0071,POL0000900,Renewal,2026-05-26,0.19,124.8
AGX00004994,AGT0042,POL0002992,Renewal,2025-11-29,0.18,85.54
AGX00004995,AGT0149,POL0000825,New Business,2023-10-14,0.08,4.67
AGX00004996,AGT0066,POL0001515,Renewal,2026-06-15,0.11,140.8
AGX00004997,AGT0068,POL0004189,Renewal,2025-08-27,0.16,222.65
AGX00004998,AGT0134,POL0000097,Renewal,2026-06-12,0.22,298.0
AGX00004999,AGT0008,POL0003277,Renewal,2025-04-03,0.09,166.42
AGX00005000,AGT0109,POL0000855,New Business,2024-09-30,0.08,87.41
AGX00005001,AGT0026,POL0004427,Renewal,2021-07-30,0.1,48.43
AGX00005002,AGT0008,POL0004000,New Business,2026-03-23,0.22,192.91
AGX00005003,AGT0062,POL0002371,New Business,2023-10-31,0.14,161.81
AGX00005004,AGT0133,POL0002922,Renewal,2026-08-04,0.13,120.63
AGX00005005,AGT0112,POL0003399,Renewal,2025-03-23,0.18,224.84
AGX00005006,AGT0028,POL0004747,Renewal,2024-01-29,0.16,184.35
AGX00005007,AGT0077,POL0001261,Renewal,2024-07-23,0.15,134.98
AGX00005008,AGT0035,POL0000399,Renewal,2026-08-29,0.11,195.43
AGX00005009,AGT0041,POL0004548,Renewal,2025-04-01,0.12,69.47
AGX00005010,AGT0042,POL0000832,Renewal,2024-10-20,0.19,34.47
AGX00005011,AGT0077,POL0004541,Renewal,2023-01-29,0.13,249.85
AGX00005012,AGT0089,POL0002990,New Business,2026-05-22,0.13,220.81
AGX00005013,AGT0103,POL0004080,New Business,2025-05-10,0.2,270.33
AGX00005014,AGT0120,POL0004510,New Business,2022-05-12,0.22,128.21
AGX00005015,AGT0096,POL0000576,Renewal,2026-01-05,0.24,87.59
AGX00005016,AGT0100,POL0002663,Renewal,2026-03-13,0.12,137.94
AGX00005017,AGT0030,POL0004900,Renewal,2024-11-05,0.22,200.43
AGX00005018,AGT0034,POL0004266,Renewal,2026-06-22,0.16,103.93
AGX00005019,AGT0085,POL0004187,Renewal,2023-11-30,0.06,61.39
AGX00005020,AGT0147,POL0001336,Renewal,2026-02-02,0.14,269.99
AGX00005021,AGT0026,POL0000508,New Business,2026-08-15,0.17,80.23
AGX00005022,AGT0037,POL0003002,New Business,2024-09-08,0.2,166.54
AGX00005023,AGT0045,POL0004349,Renewal,2022-09-10,0.13,188.36
AGX00005024,AGT0063,POL0004816,New Business,2023-10-09,0.06,17.07
AGX00005025,AGT0146,POL0001909,New Business,2025-07-06,0.07,121.58
AGX00005026,AGT0012,POL0004089,Renewal,2024-08-29,0.14,207.06
AGX00005027,AGT0112,POL0000940,Renewal,2022-03-05,0.24,307.55
AGX00005028,AGT0146,POL0004302,Renewal,2025-06-23,0.25,419.33
AGX00005029,AGT0038,POL0004646,Renewal,2026-01-06,0.18,88.02
AGX00005030,AGT0134,POL0004170,Renewal,2025-05-17,0.06,37.42
AGX00005031,AGT0118,POL0001232,Renewal,2025-04-23,0.21,66.78
AGX00005032,AGT0033,POL0002884,Renewal,2024-12-24,0.11,72.89
AGX00005033,AGT0118,POL0003904,New Business,2024-09-03,0.14,219.45
AGX00005034,AGT0114,POL0000276,Renewal,2026-08-24,0.17,178.79
AGX00005035,AGT0007,POL0001153,Renewal,2026-03-30,0.06,64.25
AGX00005036,AGT0059,POL0001007,New Business,2021-11-23,0.07,127.05
AGX00005037,AGT0149,POL0000750,Renewal,2026-08-14,0.22,129.88
AGX00005038,AGT0133,POL0003873,New Business,2024-02-27,0.15,85.87
AGX00005039,AGT0123,POL0000873,New Business,2025-08-14,0.23,266.33
AGX00005040,AGT0057,POL0001391,New Business,2025-01-07,0.14,252.68
AGX00005041,AGT0031,POL0003427,Renewal,2026-05-09,0.11,213.57
AGX00005042,AGT0060,POL0003690,Renewal,2024-08-03,0.1,17.54
AGX00005043,AGT0120,POL0000216,Renewal,2026-06-22,0.05,58.25
AGX00005044,AGT0147,POL0000753,Renewal,2024-12-18,0.24,358.68
AGX00005045,AGT0072,POL0004902,Renewal,2022-01-01,0.15,55.69
AGX00005046,AGT0108,POL0004713,Renewal,2026-09-05,0.09,29.01
AGX00005047,AGT0060,POL0002411,Renewal,2025-03-19,0.22,407.36
AGX00005048,AGT0081,POL0004945,Renewal,2026-07-13,0.06,22.12
AGX00005049,AGT0031,POL0004372,New Business,2023-07-27,0.12,45.32
AGX00005050,AGT0016,POL0004989,Renewal,2025-11-04,0.2,368.46
AGX00005051,AGT0090,POL0003647,Renewal,2026-08-07,0.15,233.84
AGX00005052,AGT0131,POL0003891,New Business,2026-05-07,0.18,313.14
AGX00005053,AGT0123,POL0000788,Renewal,2024-11-05,0.22,200.41
AGX00005054,AGT0027,POL0000192,Renewal,2022-04-26,0.19,342.01
AGX00005055,AGT0136,POL0002491,Renewal,2026-09-06,0.09,75.81
AGX00005056,AGT0030,POL0002659,New Business,2026-06-21,0.22,30.5
AGX00005057,AGT0068,POL0003689,New Business,2026-02-24,0.22,19.18
AGX00005058,AGT0055,POL0004082,Renewal,2023-12-03,0.08,60.01
AGX00005059,AGT0125,POL0002200,Renewal,2026-08-20,0.08,8.52
